PK,DataCompleta,DiaDaSemana,MesTxt,Ano,AnoMes,MesTxtAno,DiaDaSemanaNum,DiaDoMes,DiaDoAno,MesDoAno,SemanaDoAno
20121205,December 05 2012,Wednesday,December,2012,201212,Dec2012,4,5,340,12,49
20121206,December 06 2012,Thursday,December,2012,201212,Dec2012,5,6,341,12,49
20121207,December 07 2012,Friday,December,2012,201212,Dec2012,6,7,342,12,49
20121208,December 08 2012,Saturday,December,2012,201212,Dec2012,7,8,343,12,49
20121209,December 09 2012,Sunday,December,2012,201212,Dec2012,1,9,344,12,50
20121210,December 10 2012,Monday,December,2012,201212,Dec2012,2,10,345,12,50
20121211,December 11 2012,Tuesday,December,2012,201212,Dec2012,3,11,346,12,50
20121212,December 12 2012,Wednesday,December,2012,201212,Dec2012,4,12,347,12,50
20121213,December 13 2012,Thursday,December,2012,201212,Dec2012,5,13,348,12,50
20121214,December 14 2012,Friday,December,2012,201212,Dec2012,6,14,349,12,50
20121215,December 15 2012,Saturday,December,2012,201212,Dec2012,7,15,350,12,50
20121216,December 16 2012,Sunday,December,2012,201212,Dec2012,1,16,351,12,51
20121217,December 17 2012,Monday,December,2012,201212,Dec2012,2,17,352,12,51
20121218,December 18 2012,Tuesday,December,2012,201212,Dec2012,3,18,353,12,51
20121219,December 19 2012,Wednesday,December,2012,201212,Dec2012,4,19,354,12,51
20121220,December 20 2012,Thursday,December,2012,201212,Dec2012,5,20,355,12,51
20121221,December 21 2012,Friday,December,2012,201212,Dec2012,6,21,356,12,51
20121222,December 22 2012,Saturday,December,2012,201212,Dec2012,7,22,357,12,51
20121223,December 23 2012,Sunday,December,2012,201212,Dec2012,1,23,358,12,52
20121224,December 24 2012,Monday,December,2012,201212,Dec2012,2,24,359,12,52
20121225,December 25 2012,Tuesday,December,2012,201212,Dec2012,3,25,360,12,52
20121226,December 26 2012,Wednesday,December,2012,201212,Dec2012,4,26,361,12,52
20121227,December 27 2012,Thursday,December,2012,201212,Dec2012,5,27,362,12,52
20121228,December 28 2012,Friday,December,2012,201212,Dec2012,6,28,363,12,52
20121229,December 29 2012,Saturday,December,2012,201212,Dec2012,7,29,364,12,52
20121230,December 30 2012,Sunday,December,2012,201212,Dec2012,1,30,365,12,1
20121231,December 31 2012,Monday,December,2012,201212,Dec2012,2,31,366,12,1
20130101,January 01 2013,Tuesday,January,2013,201301,Jan2013,3,1,1,1,1
20130102,January 02 2013,Wednesday,January,2013,201301,Jan2013,4,2,2,1,1
20130103,January 03 2013,Thursday,January,2013,201301,Jan2013,5,3,3,1,1
20130104,January 04 2013,Friday,January,2013,201301,Jan2013,6,4,4,1,1
20130105,January 05 2013,Saturday,January,2013,201301,Jan2013,7,5,5,1,1
20130106,January 06 2013,Sunday,January,2013,201301,Jan2013,1,6,6,1,2
20130107,January 07 2013,Monday,January,2013,201301,Jan2013,2,7,7,1,2
20130108,January 08 2013,Tuesday,January,2013,201301,Jan2013,3,8,8,1,2
20130109,January 09 2013,Wednesday,January,2013,201301,Jan2013,4,9,9,1,2
20130110,January 10 2013,Thursday,January,2013,201301,Jan2013,5,10,10,1,2
20130111,January 11 2013,Friday,January,2013,201301,Jan2013,6,11,11,1,2
20130112,January 12 2013,Saturday,January,2013,201301,Jan2013,7,12,12,1,2
20130113,January 13 2013,Sunday,January,2013,201301,Jan2013,1,13,13,1,3
20130114,January 14 2013,Monday,January,2013,201301,Jan2013,2,14,14,1,3
20130115,January 15 2013,Tuesday,January,2013,201301,Jan2013,3,15,15,1,3
20130116,January 16 2013,Wednesday,January,2013,201301,Jan2013,4,16,16,1,3
20130117,January 17 2013,Thursday,January,2013,201301,Jan2013,5,17,17,1,3
20130118,January 18 2013,Friday,January,2013,201301,Jan2013,6,18,18,1,3
20130119,January 19 2013,Saturday,January,2013,201301,Jan2013,7,19,19,1,3
20130120,January 20 2013,Sunday,January,2013,201301,Jan2013,1,20,20,1,4
20130121,January 21 2013,Monday,January,2013,201301,Jan2013,2,21,21,1,4
20130122,January 22 2013,Tuesday,January,2013,201301,Jan2013,3,22,22,1,4
20130123,January 23 2013,Wednesday,January,2013,201301,Jan2013,4,23,23,1,4
20130124,January 24 2013,Thursday,January,2013,201301,Jan2013,5,24,24,1,4
20130125,January 25 2013,Friday,January,2013,201301,Jan2013,6,25,25,1,4
20130126,January 26 2013,Saturday,January,2013,201301,Jan2013,7,26,26,1,4
20130127,January 27 2013,Sunday,January,2013,201301,Jan2013,1,27,27,1,5
20130128,January 28 2013,Monday,January,2013,201301,Jan2013,2,28,28,1,5
20130129,January 29 2013,Tuesday,January,2013,201301,Jan2013,3,29,29,1,5
20130130,January 30 2013,Wednesday,January,2013,201301,Jan2013,4,30,30,1,5
20130131,January 31 2013,Thursday,January,2013,201301,Jan2013,5,31,31,1,5
20130201,February 01 2013,Friday,February,2013,201302,Feb2013,6,1,32,2,5
20130202,February 02 2013,Saturday,February,2013,201302,Feb2013,7,2,33,2,5
20130203,February 03 2013,Sunday,February,2013,201302,Feb2013,1,3,34,2,6
20130204,February 04 2013,Monday,February,2013,201302,Feb2013,2,4,35,2,6
20130205,February 05 2013,Tuesday,February,2013,201302,Feb2013,3,5,36,2,6
20130206,February 06 2013,Wednesday,February,2013,201302,Feb2013,4,6,37,2,6
20130207,February 07 2013,Thursday,February,2013,201302,Feb2013,5,7,38,2,6
20130208,February 08 2013,Friday,February,2013,201302,Feb2013,6,8,39,2,6
20130209,February 09 2013,Saturday,February,2013,201302,Feb2013,7,9,40,2,6
20130210,February 10 2013,Sunday,February,2013,201302,Feb2013,1,10,41,2,7
20130211,February 11 2013,Monday,February,2013,201302,Feb2013,2,11,42,2,7
20130212,February 12 2013,Tuesday,February,2013,201302,Feb2013,3,12,43,2,7
20130213,February 13 2013,Wednesday,February,2013,201302,Feb2013,4,13,44,2,7
20130214,February 14 2013,Thursday,February,2013,201302,Feb2013,5,14,45,2,7
20130215,February 15 2013,Friday,February,2013,201302,Feb2013,6,15,46,2,7
20130216,February 16 2013,Saturday,February,2013,201302,Feb2013,7,16,47,2,7
20130217,February 17 2013,Sunday,February,2013,201302,Feb2013,1,17,48,2,8
20130218,February 18 2013,Monday,February,2013,201302,Feb2013,2,18,49,2,8
20130219,February 19 2013,Tuesday,February,2013,201302,Feb2013,3,19,50,2,8
20130220,February 20 2013,Wednesday,February,2013,201302,Feb2013,4,20,51,2,8
20130221,February 21 2013,Thursday,February,2013,201302,Feb2013,5,21,52,2,8
20130222,February 22 2013,Friday,February,2013,201302,Feb2013,6,22,53,2,8
20130223,February 23 2013,Saturday,February,2013,201302,Feb2013,7,23,54,2,8
20130224,February 24 2013,Sunday,February,2013,201302,Feb2013,1,24,55,2,9
20130225,February 25 2013,Monday,February,2013,201302,Feb2013,2,25,56,2,9
20130226,February 26 2013,Tuesday,February,2013,201302,Feb2013,3,26,57,2,9
20130227,February 27 2013,Wednesday,February,2013,201302,Feb2013,4,27,58,2,9
20130228,February 28 2013,Thursday,February,2013,201302,Feb2013,5,28,59,2,9
20130301,March 01 2013,Friday,March,2013,201303,Mar2013,6,1,60,3,9
20130302,March 02 2013,Saturday,March,2013,201303,Mar2013,7,2,61,3,9
20130303,March 03 2013,Sunday,March,2013,201303,Mar2013,1,3,62,3,10
20130304,March 04 2013,Monday,March,2013,201303,Mar2013,2,4,63,3,10
20130305,March 05 2013,Tuesday,March,2013,201303,Mar2013,3,5,64,3,10
20130306,March 06 2013,Wednesday,March,2013,201303,Mar2013,4,6,65,3,10
20130307,March 07 2013,Thursday,March,2013,201303,Mar2013,5,7,66,3,10
20130308,March 08 2013,Friday,March,2013,201303,Mar2013,6,8,67,3,10
20130309,March 09 2013,Saturday,March,2013,201303,Mar2013,7,9,68,3,10
20130310,March 10 2013,Sunday,March,2013,201303,Mar2013,1,10,69,3,11
20130311,March 11 2013,Monday,March,2013,201303,Mar2013,2,11,70,3,11
20130312,March 12 2013,Tuesday,March,2013,201303,Mar2013,3,12,71,3,11
20130313,March 13 2013,Wednesday,March,2013,201303,Mar2013,4,13,72,3,11
20130314,March 14 2013,Thursday,March,2013,201303,Mar2013,5,14,73,3,11
20130315,March 15 2013,Friday,March,2013,201303,Mar2013,6,15,74,3,11
20130316,March 16 2013,Saturday,March,2013,201303,Mar2013,7,16,75,3,11
20130317,March 17 2013,Sunday,March,2013,201303,Mar2013,1,17,76,3,12
20130318,March 18 2013,Monday,March,2013,201303,Mar2013,2,18,77,3,12
20130319,March 19 2013,Tuesday,March,2013,201303,Mar2013,3,19,78,3,12
20130320,March 20 2013,Wednesday,March,2013,201303,Mar2013,4,20,79,3,12
20130321,March 21 2013,Thursday,March,2013,201303,Mar2013,5,21,80,3,12
20130322,March 22 2013,Friday,March,2013,201303,Mar2013,6,22,81,3,12
20130323,March 23 2013,Saturday,March,2013,201303,Mar2013,7,23,82,3,12
20130324,March 24 2013,Sunday,March,2013,201303,Mar2013,1,24,83,3,13
20130325,March 25 2013,Monday,March,2013,201303,Mar2013,2,25,84,3,13
20130326,March 26 2013,Tuesday,March,2013,201303,Mar2013,3,26,85,3,13
20130327,March 27 2013,Wednesday,March,2013,201303,Mar2013,4,27,86,3,13
20130328,March 28 2013,Thursday,March,2013,201303,Mar2013,5,28,87,3,13
20130329,March 29 2013,Friday,March,2013,201303,Mar2013,6,29,88,3,13
20130330,March 30 2013,Saturday,March,2013,201303,Mar2013,7,30,89,3,13
20130331,March 31 2013,Sunday,March,2013,201303,Mar2013,1,31,90,3,14
20130401,April 01 2013,Monday,April,2013,201304,Apr2013,2,1,91,4,14
20130402,April 02 2013,Tuesday,April,2013,201304,Apr2013,3,2,92,4,14
20130403,April 03 2013,Wednesday,April,2013,201304,Apr2013,4,3,93,4,14
20130404,April 04 2013,Thursday,April,2013,201304,Apr2013,5,4,94,4,14
20130405,April 05 2013,Friday,April,2013,201304,Apr2013,6,5,95,4,14
20130406,April 06 2013,Saturday,April,2013,201304,Apr2013,7,6,96,4,14
20130407,April 07 2013,Sunday,April,2013,201304,Apr2013,1,7,97,4,15
20130408,April 08 2013,Monday,April,2013,201304,Apr2013,2,8,98,4,15
20130409,April 09 2013,Tuesday,April,2013,201304,Apr2013,3,9,99,4,15
20130410,April 10 2013,Wednesday,April,2013,201304,Apr2013,4,10,100,4,15
20130411,April 11 2013,Thursday,April,2013,201304,Apr2013,5,11,101,4,15
20130412,April 12 2013,Friday,April,2013,201304,Apr2013,6,12,102,4,15
20130413,April 13 2013,Saturday,April,2013,201304,Apr2013,7,13,103,4,15
20130414,April 14 2013,Sunday,April,2013,201304,Apr2013,1,14,104,4,16
20130415,April 15 2013,Monday,April,2013,201304,Apr2013,2,15,105,4,16
20130416,April 16 2013,Tuesday,April,2013,201304,Apr2013,3,16,106,4,16
20130417,April 17 2013,Wednesday,April,2013,201304,Apr2013,4,17,107,4,16
20130418,April 18 2013,Thursday,April,2013,201304,Apr2013,5,18,108,4,16
20130419,April 19 2013,Friday,April,2013,201304,Apr2013,6,19,109,4,16
20130420,April 20 2013,Saturday,April,2013,201304,Apr2013,7,20,110,4,16
20130421,April 21 2013,Sunday,April,2013,201304,Apr2013,1,21,111,4,17
20130422,April 22 2013,Monday,April,2013,201304,Apr2013,2,22,112,4,17
20130423,April 23 2013,Tuesday,April,2013,201304,Apr2013,3,23,113,4,17
20130424,April 24 2013,Wednesday,April,2013,201304,Apr2013,4,24,114,4,17
20130425,April 25 2013,Thursday,April,2013,201304,Apr2013,5,25,115,4,17
20130426,April 26 2013,Friday,April,2013,201304,Apr2013,6,26,116,4,17
20130427,April 27 2013,Saturday,April,2013,201304,Apr2013,7,27,117,4,17
20130428,April 28 2013,Sunday,April,2013,201304,Apr2013,1,28,118,4,18
20130429,April 29 2013,Monday,April,2013,201304,Apr2013,2,29,119,4,18
20130430,April 30 2013,Tuesday,April,2013,201304,Apr2013,3,30,120,4,18
20130501,May 01 2013,Wednesday,May,2013,201305,May2013,4,1,121,5,18
20130502,May 02 2013,Thursday,May,2013,201305,May2013,5,2,122,5,18
20130503,May 03 2013,Friday,May,2013,201305,May2013,6,3,123,5,18
20130504,May 04 2013,Saturday,May,2013,201305,May2013,7,4,124,5,18
20130505,May 05 2013,Sunday,May,2013,201305,May2013,1,5,125,5,19
20130506,May 06 2013,Monday,May,2013,201305,May2013,2,6,126,5,19
20130507,May 07 2013,Tuesday,May,2013,201305,May2013,3,7,127,5,19
20130508,May 08 2013,Wednesday,May,2013,201305,May2013,4,8,128,5,19
20130509,May 09 2013,Thursday,May,2013,201305,May2013,5,9,129,5,19
20130510,May 10 2013,Friday,May,2013,201305,May2013,6,10,130,5,19
20130511,May 11 2013,Saturday,May,2013,201305,May2013,7,11,131,5,19
20130512,May 12 2013,Sunday,May,2013,201305,May2013,1,12,132,5,20
20130513,May 13 2013,Monday,May,2013,201305,May2013,2,13,133,5,20
20130514,May 14 2013,Tuesday,May,2013,201305,May2013,3,14,134,5,20
20130515,May 15 2013,Wednesday,May,2013,201305,May2013,4,15,135,5,20
20130516,May 16 2013,Thursday,May,2013,201305,May2013,5,16,136,5,20
20130517,May 17 2013,Friday,May,2013,201305,May2013,6,17,137,5,20
20130518,May 18 2013,Saturday,May,2013,201305,May2013,7,18,138,5,20
20130519,May 19 2013,Sunday,May,2013,201305,May2013,1,19,139,5,21
20130520,May 20 2013,Monday,May,2013,201305,May2013,2,20,140,5,21
20130521,May 21 2013,Tuesday,May,2013,201305,May2013,3,21,141,5,21
20130522,May 22 2013,Wednesday,May,2013,201305,May2013,4,22,142,5,21
20130523,May 23 2013,Thursday,May,2013,201305,May2013,5,23,143,5,21
20130524,May 24 2013,Friday,May,2013,201305,May2013,6,24,144,5,21
20130525,May 25 2013,Saturday,May,2013,201305,May2013,7,25,145,5,21
20130526,May 26 2013,Sunday,May,2013,201305,May2013,1,26,146,5,22
20130527,May 27 2013,Monday,May,2013,201305,May2013,2,27,147,5,22
20130528,May 28 2013,Tuesday,May,2013,201305,May2013,3,28,148,5,22
20130529,May 29 2013,Wednesday,May,2013,201305,May2013,4,29,149,5,22
20130530,May 30 2013,Thursday,May,2013,201305,May2013,5,30,150,5,22
20130531,May 31 2013,Friday,May,2013,201305,May2013,6,31,151,5,22
20130601,June 01 2013,Saturday,June,2013,201306,Jun2013,7,1,152,6,22
20130602,June 02 2013,Sunday,June,2013,201306,Jun2013,1,2,153,6,23
20130603,June 03 2013,Monday,June,2013,201306,Jun2013,2,3,154,6,23
20130604,June 04 2013,Tuesday,June,2013,201306,Jun2013,3,4,155,6,23
20130605,June 05 2013,Wednesday,June,2013,201306,Jun2013,4,5,156,6,23
20130606,June 06 2013,Thursday,June,2013,201306,Jun2013,5,6,157,6,23
20130607,June 07 2013,Friday,June,2013,201306,Jun2013,6,7,158,6,23
20130608,June 08 2013,Saturday,June,2013,201306,Jun2013,7,8,159,6,23
20130609,June 09 2013,Sunday,June,2013,201306,Jun2013,1,9,160,6,24
20130610,June 10 2013,Monday,June,2013,201306,Jun2013,2,10,161,6,24
20130611,June 11 2013,Tuesday,June,2013,201306,Jun2013,3,11,162,6,24
20130612,June 12 2013,Wednesday,June,2013,201306,Jun2013,4,12,163,6,24
20130613,June 13 2013,Thursday,June,2013,201306,Jun2013,5,13,164,6,24
20130614,June 14 2013,Friday,June,2013,201306,Jun2013,6,14,165,6,24
20130615,June 15 2013,Saturday,June,2013,201306,Jun2013,7,15,166,6,24
20130616,June 16 2013,Sunday,June,2013,201306,Jun2013,1,16,167,6,25
20130617,June 17 2013,Monday,June,2013,201306,Jun2013,2,17,168,6,25
20130618,June 18 2013,Tuesday,June,2013,201306,Jun2013,3,18,169,6,25
20130619,June 19 2013,Wednesday,June,2013,201306,Jun2013,4,19,170,6,25
20130620,June 20 2013,Thursday,June,2013,201306,Jun2013,5,20,171,6,25
20130621,June 21 2013,Friday,June,2013,201306,Jun2013,6,21,172,6,25
20130622,June 22 2013,Saturday,June,2013,201306,Jun2013,7,22,173,6,25
20130623,June 23 2013,Sunday,June,2013,201306,Jun2013,1,23,174,6,26
20130624,June 24 2013,Monday,June,2013,201306,Jun2013,2,24,175,6,26
20130625,June 25 2013,Tuesday,June,2013,201306,Jun2013,3,25,176,6,26
20130626,June 26 2013,Wednesday,June,2013,201306,Jun2013,4,26,177,6,26
20130627,June 27 2013,Thursday,June,2013,201306,Jun2013,5,27,178,6,26
20130628,June 28 2013,Friday,June,2013,201306,Jun2013,6,28,179,6,26
20130629,June 29 2013,Saturday,June,2013,201306,Jun2013,7,29,180,6,26
20130630,June 30 2013,Sunday,June,2013,201306,Jun2013,1,30,181,6,27
20130701,July 01 2013,Monday,July,2013,201307,Jul2013,2,1,182,7,27
20130702,July 02 2013,Tuesday,July,2013,201307,Jul2013,3,2,183,7,27
20130703,July 03 2013,Wednesday,July,2013,201307,Jul2013,4,3,184,7,27
20130704,July 04 2013,Thursday,July,2013,201307,Jul2013,5,4,185,7,27
20130705,July 05 2013,Friday,July,2013,201307,Jul2013,6,5,186,7,27
20130706,July 06 2013,Saturday,July,2013,201307,Jul2013,7,6,187,7,27
20130707,July 07 2013,Sunday,July,2013,201307,Jul2013,1,7,188,7,28
20130708,July 08 2013,Monday,July,2013,201307,Jul2013,2,8,189,7,28
20130709,July 09 2013,Tuesday,July,2013,201307,Jul2013,3,9,190,7,28
20130710,July 10 2013,Wednesday,July,2013,201307,Jul2013,4,10,191,7,28
20130711,July 11 2013,Thursday,July,2013,201307,Jul2013,5,11,192,7,28
20130712,July 12 2013,Friday,July,2013,201307,Jul2013,6,12,193,7,28
20130713,July 13 2013,Saturday,July,2013,201307,Jul2013,7,13,194,7,28
20130714,July 14 2013,Sunday,July,2013,201307,Jul2013,1,14,195,7,29
20130715,July 15 2013,Monday,July,2013,201307,Jul2013,2,15,196,7,29
20130716,July 16 2013,Tuesday,July,2013,201307,Jul2013,3,16,197,7,29
20130717,July 17 2013,Wednesday,July,2013,201307,Jul2013,4,17,198,7,29
20130718,July 18 2013,Thursday,July,2013,201307,Jul2013,5,18,199,7,29
20130719,July 19 2013,Friday,July,2013,201307,Jul2013,6,19,200,7,29
20130720,July 20 2013,Saturday,July,2013,201307,Jul2013,7,20,201,7,29
20130721,July 21 2013,Sunday,July,2013,201307,Jul2013,1,21,202,7,30
20130722,July 22 2013,Monday,July,2013,201307,Jul2013,2,22,203,7,30
20130723,July 23 2013,Tuesday,July,2013,201307,Jul2013,3,23,204,7,30
20130724,July 24 2013,Wednesday,July,2013,201307,Jul2013,4,24,205,7,30
20130725,July 25 2013,Thursday,July,2013,201307,Jul2013,5,25,206,7,30
20130726,July 26 2013,Friday,July,2013,201307,Jul2013,6,26,207,7,30
20130727,July 27 2013,Saturday,July,2013,201307,Jul2013,7,27,208,7,30
20130728,July 28 2013,Sunday,July,2013,201307,Jul2013,1,28,209,7,31
20130729,July 29 2013,Monday,July,2013,201307,Jul2013,2,29,210,7,31
20130730,July 30 2013,Tuesday,July,2013,201307,Jul2013,3,30,211,7,31
20130731,July 31 2013,Wednesday,July,2013,201307,Jul2013,4,31,212,7,31
20130801,August 01 2013,Thursday,August,2013,201308,Aug2013,5,1,213,8,31
20130802,August 02 2013,Friday,August,2013,201308,Aug2013,6,2,214,8,31
20130803,August 03 2013,Saturday,August,2013,201308,Aug2013,7,3,215,8,31
20130804,August 04 2013,Sunday,August,2013,201308,Aug2013,1,4,216,8,32
20130805,August 05 2013,Monday,August,2013,201308,Aug2013,2,5,217,8,32
20130806,August 06 2013,Tuesday,August,2013,201308,Aug2013,3,6,218,8,32
20130807,August 07 2013,Wednesday,August,2013,201308,Aug2013,4,7,219,8,32
20130808,August 08 2013,Thursday,August,2013,201308,Aug2013,5,8,220,8,32
20130809,August 09 2013,Friday,August,2013,201308,Aug2013,6,9,221,8,32
20130810,August 10 2013,Saturday,August,2013,201308,Aug2013,7,10,222,8,32
20130811,August 11 2013,Sunday,August,2013,201308,Aug2013,1,11,223,8,33
20130812,August 12 2013,Monday,August,2013,201308,Aug2013,2,12,224,8,33
20130813,August 13 2013,Tuesday,August,2013,201308,Aug2013,3,13,225,8,33
20130814,August 14 2013,Wednesday,August,2013,201308,Aug2013,4,14,226,8,33
20130815,August 15 2013,Thursday,August,2013,201308,Aug2013,5,15,227,8,33
20130816,August 16 2013,Friday,August,2013,201308,Aug2013,6,16,228,8,33
20130817,August 17 2013,Saturday,August,2013,201308,Aug2013,7,17,229,8,33
20130818,August 18 2013,Sunday,August,2013,201308,Aug2013,1,18,230,8,34
20130819,August 19 2013,Monday,August,2013,201308,Aug2013,2,19,231,8,34
20130820,August 20 2013,Tuesday,August,2013,201308,Aug2013,3,20,232,8,34
20130821,August 21 2013,Wednesday,August,2013,201308,Aug2013,4,21,233,8,34
20130822,August 22 2013,Thursday,August,2013,201308,Aug2013,5,22,234,8,34
20130823,August 23 2013,Friday,August,2013,201308,Aug2013,6,23,235,8,34
20130824,August 24 2013,Saturday,August,2013,201308,Aug2013,7,24,236,8,34
20130825,August 25 2013,Sunday,August,2013,201308,Aug2013,1,25,237,8,35
20130826,August 26 2013,Monday,August,2013,201308,Aug2013,2,26,238,8,35
20130827,August 27 2013,Tuesday,August,2013,201308,Aug2013,3,27,239,8,35
20130828,August 28 2013,Wednesday,August,2013,201308,Aug2013,4,28,240,8,35
20130829,August 29 2013,Thursday,August,2013,201308,Aug2013,5,29,241,8,35
20130830,August 30 2013,Friday,August,2013,201308,Aug2013,6,30,242,8,35
20130831,August 31 2013,Saturday,August,2013,201308,Aug2013,7,31,243,8,35
20130901,September 01 2013,Sunday,September,2013,201309,Sep2013,1,1,244,9,36
20130902,September 02 2013,Monday,September,2013,201309,Sep2013,2,2,245,9,36
20130903,September 03 2013,Tuesday,September,2013,201309,Sep2013,3,3,246,9,36
20130904,September 04 2013,Wednesday,September,2013,201309,Sep2013,4,4,247,9,36
20130905,September 05 2013,Thursday,September,2013,201309,Sep2013,5,5,248,9,36
